,image,person,posture,body,female,male,dominant,center
1730,7_137367.jpg,yes,male sitting & male standing & male sitting & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,"confident, fit, attractive",neither,both
1731,7_137777.jpg,yes,male standing & male standing & male sitting & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,,confident; athletic; posed,neither,neither
1732,7_137827.jpg,yes,"female, standing","female, upper body without legs","sensually, provocatively.",no males shown.,neither,female
1733,7_137987.jpg,yes,female standing,female upper body with legs,"confident, attractive",no males portrayed,neither,female
1734,7_139887.jpg,yes,"female, swimming","female, upper body with legs","focused, determined",no males portrayed,neither,female
1735,7_142687.jpg,yes,"female, bending forward &","female, upper body with legs &",suggestive,not applicable,neither,female
1736,7_143017.jpg,yes,female swimming & female standing & female swimming & female speaking & female standing & female & female & group mixed standing & female standing,female upper body with legs & female upper body without legs & female upper body with legs & female face only & female upper body without legs & female upper body without legs & female upper body without legs & group upper body with legs & female upper body without legs,"competent, active, professional",not applicable,neither,female
1737,7_143767.jpg,yes,female-standing & male-standing,female-upper body without legs & male-upper body without legs,"confident, engaging","confident, mysterious",neither,both
1738,7_143927.jpg,yes,"female, sitting","female, upper body with legs","positively, confidently",no males present,neither,female
1739,7_144767.jpg,yes,"female, standing bent forward","female, upper body with legs","actively, healthy, focused",no males present,neither,female
1740,7_144787.jpg,yes,"female, athletic posture","female, upper body with legs",empowered and athletic.,no males portrayed.,neither,female
1741,7_144987.jpg,yes,"female, standing &","female, upper body without legs &","confident, attractive",no males to portray,neither,female
1742,7_147657.jpg,yes,female sitting & male leaning,female upper body with legs & male upper body with legs,"casual, relaxed","casual, protective",neither,both
1743,7_14867.jpg,yes,male sitting,male upper body with legs,no females portrayed,male portrayed calmly reading,neither,male
1744,7_149267.jpg,yes,female-standing & male-standing,female-upper body without legs & male-upper body with legs,"playful, photogenic","engaged, photographing",neither,female
1745,7_149587.jpg,yes,"female, standing","female, upper body with legs",calm and nurturing,not applicable,neither,female
1746,7_150767.jpg,yes,female-standing & male-sitting & female-sitting,female-upper body with legs & male-upper body with legs & female-upper body without legs,playfully whimsical,casually relaxed,neither,female
1747,7_151637.jpg,yes,"female, leaning forward &","female, upper body with legs &",confident and relaxed,not applicable,neither,female
1748,7_151847.jpg,yes,"female, leaning against tree &","female, upper body with legs &","confident, casual, and relaxed",no males in image,neither,female
1749,7_155457.jpg,yes,"male, sitting","male, upper body with legs",no females portrayed,"relaxed, casual",neither,male
1750,7_155857.jpg,yes,male standing & female reclining,male upper body without legs & female upper body with legs,"sensual, relaxed","strong, confident",neither,male
1751,7_155897.jpg,yes,"male, standing","male, upper body with legs",no females shown,"confident, poised",neither,male
1752,7_156117.jpg,yes,female seated & male standing,female upper body with legs & male upper body with legs,"stylish, confident","serious, protective",neither,female
1753,7_156227.jpg,yes,male standing & female reclining,male upper body with legs & female upper body with legs,"romantic, tender","protective, loving",neither,both
1754,7_156577.jpg,yes,"female, sitting &","female, upper body without legs &","elegant, contemplative",no males shown,neither,female
1755,7_156597.jpg,yes,"female, standing","female, upper body with legs","elegantly, confidently",no males present,neither,female
1756,7_157157.jpg,yes,female sitting & female sitting,female upper body with legs & female upper body with legs,elegantly; with style and luxury,no males in image,neither,female
1757,7_157177.jpg,yes,"female, standing","female, upper body with legs",elegant and confident,no males shown,neither,female
1758,7_157207.jpg,yes,female leaning & male leaning,female upper body with legs & male upper body with legs,sensual and glamorous,muscular and sensual,neither,both
1759,7_157397.jpg,yes,"female, seated","female, upper body with legs",confident and stylish,no males present,female,female
1760,7_157477.jpg,yes,"female, standing","female, upper body without legs",playfully confident,no males present,female,female
1761,7_157607.jpg,yes,female & facing front,female & upper body without legs,"confident, attractive",no males shown,neither,female
1762,7_157767.jpg,yes,"female, posing","female, upper body without legs","glamorous, attractive",not applicable,neither,female
1763,7_158657.jpg,yes,"female, lying down","female, upper body with legs","relaxed, stylish, enjoying the sun",no male(s) portrayed,neither,female
1764,7_158837.jpg,yes,female reclined & male standing,female upper body without legs & male hands only,"sensual, submissive","controlling, dominant",male,female
1765,7_159737.jpg,yes,"female, active","female, upper body with legs","athletic, confident",not applicable,neither,female
1766,7_160727.jpg,yes,"female, kneeling &","female, upper body with legs &","playfully, adventurous",not applicable,neither,female
1767,7_161447.jpg,yes,male standing & female leaning,male upper body with legs & female upper body with legs,"affectionate, nurturing","happy, protective",neither,both
1768,7_163617.jpg,yes,"female, seated","female, upper body with legs","confident, seductive",,female,female
1769,7_164807.jpg,yes,"female, sitting &","female, upper body with legs &",playful and inviting,no males shown,neither,female
1770,7_165037.jpg,yes,"female, sitting &","female, upper body with legs &","seductive, glamorous",no males present,neither,female
1771,7_166537.jpg,yes,female standing & male sitting,female upper body with legs & male upper body with legs,"confident, casual","relaxed, reclining",neither,female
1772,7_19257.jpg,yes,"female, standing &","female, upper body with legs &",happy and sensual,not applicable,neither,female
1773,7_19807.jpg,yes,"male, smiling &","male, face only &",no females portrayed.,"portrayed smiling, excited.",neither,male
1774,7_20737.jpg,yes,"female, seated &","female, upper body with legs &","confident, posed",not applicable,female,female
1775,7_20817.jpg,yes,"male, seated &","male, upper body with legs &",not applicable.,"casual, confident.",neither.,male.
1776,7_20897.jpg,yes,female lying & male lying,female upper body with legs & male upper body with legs,"posed, fashionable, relaxed","relaxed, fashionable, passive",neither,both
1777,7_21007.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,"confident, sensual","protective, intense",neither,both
1778,7_21857.jpg,yes,"female, playing tennis","female, upper body with legs",actively playing sport,there are no males,neither,female
1779,7_22397.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females portrayed,males portrayed actively playing,neither,male
1780,7_22777.jpg,yes,female crouching &,female upper body with legs &,"sensually, provocatively",no males present,neither,female
1781,7_27.jpg,yes,"female, standing &","female, upper body with legs &","positively, confidently",not applicable,neither,female
1782,7_27367.jpg,yes,"male, seated","male, upper body with legs",no females depicted,"thoughtful, creative",neither,male
1783,7_28977.jpg,yes,"female, reclining","female, upper body with legs","confident, seductive",no males depicted,female,female
1784,7_30247.jpg,yes,"female, standing","female, upper body with legs","confident, positive",no males present,neither,female
1785,7_30857.jpg,yes,female seated & female seated & female seated,female upper body without legs & female upper body without legs & female upper body without legs,"attractively, promoting beauty products",no males portrayed,neither,female
1786,7_31527.jpg,yes,"female, applying makeup","female, upper body with legs","attractive, engaged in personal grooming",no males shown,neither,female
1787,7_32917.jpg,yes,"female, neutral posture","female, face only",poised and polished,no males portrayed,neither,female
1788,7_33127.jpg,yes,"female, sitting or leaning","female, upper body without legs","confident, attractive",no males shown,neither,female
1789,7_35227.jpg,yes,female seated & male leaning,female upper body with legs & male upper body with legs,"confident, poised","reflective, supportive",neither,female
1790,7_35417.jpg,yes,"female, standing","female, upper body without legs","attractively, confidently",no males depicted,female,female
1791,7_36607.jpg,yes,"female, standing &","female, upper body with legs &","playfully, in a dress, with milk splashes",not applicable (no males present),neither,female
1792,7_39087.jpg,yes,"female, seated","female, upper body with legs","attractively, with confidence",no males present,neither,female
1793,7_39117.jpg,yes,"female, standing","female, upper body with legs","glamorous, confident",no males shown,neither,female
1794,7_39317.jpg,yes,"female, standing &","female, upper body without legs &","elegantly, confidently.",no males depicted.,neither,female
1795,7_39497.jpg,yes,"female, standing &","female, upper body with legs &","glamorous, sophisticated",no males shown,neither,female
1796,7_40887.jpg,yes,"female, seated & slightly leaned forward","female, upper body without legs",sensual and introspective,no males portrayed,neither,female
1797,7_41087.jpg,yes,"female, standing","female, upper body with legs","cheerfully, confidently",no males shown,neither,female
1798,7_41997.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,playful and flirtatious,surprised and flustered,neither,female
1799,7_4257.jpg,yes,female-seated & male-seated,female-upper body with legs & male-upper body with legs,"sophisticated, stylish","relaxed, confident",neither,both
1800,7_42667.jpg,yes,female standing & female kneeling & male seated,female upper body with legs & female upper body with legs & male upper body without legs,"attentively, in stewardess uniforms","passively, receiving attention",female,female
1801,7_45397.jpg,yes,"female, standing & smiling","female, upper body with legs",confident and happy,no male in the image,neither,female
1802,7_45807.jpg,yes,"female, standing","female, upper body without legs","confidently, with empowerment",no males depicted,neither,female
1803,7_45977.jpg,yes,"female, sitting &","female, upper body with legs &","positive, nurturing, compassionate",no males portrayed,neither,female
1804,7_46397.jpg,yes,"female, standing","female, upper body with legs","confidently, as a model",no males shown,neither,female
1805,7_46667.jpg,yes,"female, standing","female, upper body with legs","confident, fit",no males present,neither,female
1806,7_46837.jpg,yes,"female, sitting &","female, upper body with legs &",playful and relaxed,no males to portray,neither,female
1807,7_46987.jpg,yes,"female, standing","female, upper body with legs","playful, fashionable.",no males present.,neither,female
1808,7_49267.jpg,yes,"female, standing","female, upper body with legs","casual, promotional pose",no males shown,neither,female
1809,7_49497.jpg,yes,"male, climbing","male, upper body with legs",not applicable,active and determined,neither,male
1810,7_49577.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females shown,"confident, fit",neither,male
1811,7_49587.jpg,yes,female standing & male sitting,female upper body without legs & male upper body without legs,confident and intimate,partially obscured and embraced,neither,female
1812,7_50427.jpg,yes,"female, standing","female, upper body with legs","confident, casual",no males present,neither,female
1813,7_50567.jpg,yes,male standing & female reclining,male upper body with legs & female upper body with legs,"confident, fashionable, possibly submissive posture","focused, professional, dominant posture",male,both
1814,7_5287.jpg,yes,female sitting & female sitting & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"casual, fashionable, relaxed",not applicable,neither,female
1815,7_53777.jpg,yes,"female, standing","female, upper body with legs","serene, natural, refreshing",no males present,neither,female
1816,7_53947.jpg,yes,female kneeling & infant undefined,female upper body with legs & infant upper body with legs,"healthy, nurturing","innocent, dependent",neither,female
1817,7_54097.jpg,yes,"female, hanging upside down &","female, upper body without legs &",playful and energetic,no male(s) portrayed,neither,female
1818,7_55067.jpg,yes,"female, planking","female, upper body with legs","active, fitness-oriented, strong",not applicable,neither,female
1819,7_57677.jpg,yes,"female, leaning forward","female, upper body with legs","athletic, sensual",no males depicted,female,female
1820,7_59057.jpg,yes,"female, standing","female, upper body with legs",casual and confident,not applicable,neither,female
1821,7_61937.jpg,yes,"female, seated","female, upper body with legs","elegant, confident",no males present,neither,female
1822,7_61957.jpg,yes,"female, kneeling &","female, upper body with legs &","stylish, youthful",no males portrayed,neither,female
1823,7_63717.jpg,yes,female seated & male seated & female leaning,female upper body without legs & male upper body without legs & female upper body without legs,"stylish, relaxed, fashionably posed","attractive, casual, engrossed",neither,both
1824,7_64127.jpg,,,,,,,
1825,7_64177.jpg,yes,female-standing &,female-upper body with legs &,"seductive, confident.",,neither,female
1826,7_64257.jpg,yes,female standing & female sitting,female upper body with legs & female upper body with legs,"confident, attractive, stylish",no males depicted,neither,both
1827,7_64387.jpg,yes,"female, leaning","female, upper body with legs","confident, fashionable",no males present,neither,female
1828,7_65117.jpg,yes,"female, standing &","female, upper body with legs &","positively, athletes",no males present,neither,female
1829,7_65797.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,happy and elegant,confident and composed,neither,both
1830,7_66227.jpg,yes,"female, standing &","female, upper body without legs &",playfully strong and confident,no males shown,neither,female
1831,7_67767.jpg,yes,"female, standing","female, upper body with legs","relaxed, confident",there are no males depicted.,neither,female
1832,7_68997.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"casual, approachable","confident, relaxed",neither,both
1833,7_69327.jpg,yes,"female, lying down","female, upper body with legs","casual, relaxed",no males shown,neither,female
1834,7_71307.jpg,yes,"female, sitting","female, upper body with legs","confident, relaxed",no males shown,neither,female
1835,7_71477.jpg,yes,"female, seated","female, upper body with legs","casually, confidently",no males are portrayed,neither,female
1836,7_717.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"stylish, affectionate","confident, affectionate",neither,both
1837,7_73057.jpg,yes,"female, lying down","female, full body with legs","relaxed, glamorous",not applicable,neither,female
1838,7_7407.jpg,yes,"male, holding basketball &","male, upper body with legs &",not applicable,"confident, athletic",neither,male
1839,7_75657.jpg,yes,"female, standing","female, upper body with legs","positively, fashionably",not applicable,neither,female
1840,7_77127.jpg,yes,"female, standing with arms raised &","female, upper body with legs &","confident, carefree",no males present,neither,female
1841,7_77777.jpg,yes,"female, laughing & female, smiling & male, smiling & male, laughing","female, upper body without legs & female, upper body without legs & male, upper body without legs & male, upper body without legs",playful and joyful,playful and joyful,neither,both
1842,7_77787.jpg,yes,"female, standing","female, upper body with legs",playful and energetic,no males depicted,neither,female
1843,7_78047.jpg,yes,male standing & baby undetermined,male upper body with legs & baby upper body without legs,"loving, nurturing","protective, caring",neither,both
1844,7_80367.jpg,yes,"female, standing &","female, upper body with legs &","confident, stylish",no males portrayed,neither,female
1845,7_8147.jpg,yes,"female, lying down","female, upper body without legs","sensually, casually",no males present,neither,female
1846,7_84287.jpg,yes,"female, gazing sideways &","female, upper body without legs &","thoughtful, elegant",no males present,neither,female
1847,7_84417.jpg,yes,female seated & female seated & female seated,female upper body with legs & female upper body with legs & female upper body with legs,"elegantly, confidently, and professionally",not applicable,neither,both
1848,7_84647.jpg,yes,male standing & female standing & male standing,male upper body with legs & female upper body with legs & male upper body with legs,energetically engaged in an event,actively participating in a celebration,neither,both
1849,7_85047.jpg,yes,"female, hands-on-chin","female, upper body without legs","confident, alluring",no male present,neither,female
1850,7_86077.jpg,yes,"female, kneeling &","female, upper body with legs &","confident, alluring",no males depicted,neither,female
1851,7_86087.jpg,yes,female & standing,female & upper body with legs,confident and stylish.,not applicable.,neither,female
1852,7_86257.jpg,yes,"female, standing with hands behind head","female, upper body with legs","confident, empowered",no males present,neither,female
1853,7_86377.jpg,yes,male sitting & female sitting & male sitting & female sitting & male sitting & female sitting,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"socially engaged, excited","socially engaged, excited",neither,both
1854,7_88937.jpg,yes,female sitting & male sitting & child sitting,female upper body with legs & male upper body with legs & child upper body with legs,"positively, engaged, cheerful","positively, engaged, cheerful",neither,both
1855,7_91087.jpg,yes,female bending & male bending,female upper body with legs & male upper body with legs,"exercising, fit","exercising, fit",neither,both
1856,7_9157.jpg,yes,"female, standing","female, upper body without legs","sensual, alluring",no males portrayed,neither,female
1857,7_93387.jpg,yes,"female, standing with hand in hair &","female, upper body with legs &","confident, sensual",not applicable,neither,female
1858,7_93507.jpg,yes,"male, martial arts stance","male, upper body with legs",there are no females shown.,"confident, skilled, disciplined",neither,male
1859,7_93547.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"confident, skilled","focused, authoritative",neither,both
1860,7_94787.jpg,yes,"female, slight turn &","female, upper body without legs &","glamorous, confident",not applicable,neither,female
1861,7_94987.jpg,yes,"female, walking","female, upper body with legs","confidently, fashionably",not applicable,neither,female
1862,7_97507.jpg,yes,"female, standing","female, upper body with legs","positively, healthy, and glamorous",no males present,neither,female
1863,7_9757.jpg,yes,female sitting & male lying,female upper body without legs & male upper body without legs,"confident, introspective","engaged, contemplative",neither,both
1864,7_98617.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,confident and attractive,no males portrayed,neither,female
1865,7_9877.jpg,yes,"female, standing","female, upper body with legs","confident, fit",not applicable,female,female
1866,8_100438.jpg,yes,female sitting,female upper body with legs,"elegantly, confidently.",no male portrayed.,neither,female
1867,8_10098.jpg,yes,"female, standing &","female, upper body with legs &","suggestively, provocatively",no males shown,neither,female
1868,8_104148.jpg,yes,female lying & infant unspecified posture,female upper body with legs & infant upper body with legs,"vulnerable, nurturing",not applicable,neither,both
1869,8_105688.jpg,yes,"female, standing &","female, upper body with legs &",playful and joyful,,neither,female
1870,8_105748.jpg,yes,"male, climbing","male, upper body without legs",no females portrayed,active and determined,neither,male
1871,8_105778.jpg,yes,female running & male running & female running & male running,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs,"actively, confidently","actively, confidently",neither,both
1872,8_107838.jpg,yes,"female, sitting & leaning forward","female, upper body without legs","relaxed, happy, approachable",no males shown,neither,female
1873,8_108168.jpg,yes,male reclining & infant resting,male upper body without legs & infant upper body without legs,not applicable,"tender, protective",neither,both
1874,8_109538.jpg,yes,"female, standing","female, upper body with legs","confident, positive",no males present,neither,female
1875,8_109818.jpg,yes,"female, sitting","female, upper body with legs","casual, relaxed, confident",no males shown,neither,female
1876,8_112498.jpg,yes,"male, standing &","male, upper body without legs &",no females portrayed,calm and affectionate,neither,male
1877,8_112508.jpg,yes,"male, seated &","male, upper body with legs &",no females depicted,"thoughtful, gentle portrayal",neither,male
1878,8_112538.jpg,yes,"male, standing","male, upper body with legs",no females present,"affectionately, humorously",neither,male
1879,8_115718.jpg,yes,"female, reaching out","female, upper body with legs",cheerful and energetic,no males depicted,neither,female
1880,8_115838.jpg,yes,female leaning & male standing,female upper body with legs & male upper body without legs,"glamorous, possibly unstable","casual, less prominent",neither,female
1881,8_115958.jpg,yes,female: reclining & male: reaching,female: upper body with legs & male: upper body without legs,female portrayed in a reclining posture,male obscured and partially shown reaching,female,female
1882,8_116358.jpg,yes,"female, standing","female, upper body with legs","positively, approachable.",no males shown.,neither,female
1883,8_116548.jpg,yes,"female, seated","female, upper body with legs","confident, self-assured",no males shown,neither,female
1884,8_118218.jpg,yes,"female, seated &","female, upper body with legs &",confident and relaxed.,no males depicted.,neither,female
1885,8_120248.jpg,yes,"female, standing","female, upper body without legs",confidently,no males shown,neither,female
1886,8_120878.jpg,no,,,,,neither,neither
1887,8_121258.jpg,yes,"female, jumping","female, upper body with legs","active, dynamic",not applicable,neither,female
1888,8_121978.jpg,yes,"female, standing &","female, upper body with legs &","actively, confidently drinking",no males portrayed,neither,female
1889,8_122278.jpg,yes,female sitting,female upper body with legs,"positively, fashionably",no males depicted,neither,female
1890,8_122438.jpg,yes,"female, standing","female, upper body with legs","confident, attractive",not applicable (no male present),neither,female
1891,8_122478.jpg,yes,"female, lying down","female, upper body with legs","graceful, elegant",no males shown,neither,female
1892,8_122518.jpg,yes,female-standing,female-upper body with legs,"elegantly, confidently.",no males present.,neither,female
1893,8_122858.jpg,yes,"female, standing with arms crossed","female, upper body with legs","confident, content, standing proudly",no males shown,neither,female
1894,8_122998.jpg,yes,"female, sitting","female, upper body with legs","confident, engaging",no males present,neither,female
1895,8_123338.jpg,yes,"female, seated &","female, upper body with legs &","positively, perhaps endorsing a product",no males shown,neither,female
1896,8_123858.jpg,yes,female running & female running,female upper body with legs & female upper body with legs,"actively, energetically running",no males portrayed,neither,female
1897,8_124448.jpg,yes,"female, upper-body visible","female, upper body with legs",confident and approachable,no males portrayed,neither,female
1898,8_125168.jpg,yes,"female, riding posture","female, upper body with legs","casual, active",no males shown,neither,female
1899,8_127208.jpg,yes,"female, standing up","female, upper body without legs","positively, confident",no males portrayed,neither,female
1900,8_128828.jpg,yes,"female, sitting","female, upper body with legs",confident and stylish,no males are portrayed,neither,female
1901,8_130128.jpg,yes,"female, running or moving quickly","female, upper body with legs",playful and energetic,no males shown,neither,female
1902,8_130138.jpg,yes,female sitting & male standing,female upper body with legs & male full body,"seductively, confidently","insignificant, unnoticeable",female,female
1903,8_130218.jpg,yes,female standing &,female upper body with legs &,"confident, diverse, various poses",not applicable,neither,both
1904,8_130308.jpg,yes,female standing & female standing,female upper body without legs & female upper body without legs,"smiling, happy, confident",no males portrayed,neither,female
1905,8_130948.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"positively, confidently",,neither,female
1906,8_132168.jpg,yes,"female, standing","female, upper body with legs","casual, confident",no males present,neither,female
1907,8_132348.jpg,yes,"female, riding bike","female, upper body with legs","active, happy, carefree",no males shown,neither,female
1908,8_134028.jpg,yes,"female, standing","female, upper body with legs","confident, fit",no males shown,neither,female
1909,8_134958.jpg,yes,"female, standing","female, upper body without legs",contemplatively applying lipstick,no males present,neither,female
1910,8_135818.jpg,yes,"male, standing &","male, upper body with legs &",no females shown,"confident, humorous",neither,male
1911,8_135938.jpg,yes,"female, standing &","female, upper body with legs &","confidently, leisure activity",not visible in this image,neither,female
1912,8_136118.jpg,yes,"female, dynamic posture","female, upper body with legs","active, cheerful, sporty",no males shown,neither,female
1913,8_142308.jpg,yes,"female, posing","female, upper body with legs","confident, alluring",not applicable,neither,female
1914,8_143398.jpg,yes,"male, standing","male, upper body with legs",no female(s) present,confident,neither,male
1915,8_144778.jpg,yes,female & active,female & upper body with legs,athletic and powerful,not applicable,neither,female
1916,8_147928.jpg,yes,female standing & male standing & female standing & male leaning & male sitting & female standing,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & male upper body with legs & female upper body with legs,"casual, confident","relaxed, confident",neither,both
1917,8_149208.jpg,yes,male-standing & female-standing,male-upper body without legs & female-upper body without legs,"playful, intimate","confident, relaxed",neither,both
1918,8_149388.jpg,yes,"female, standing","female, upper body with legs","positively, smiling",no males depicted,neither,female
1919,8_149488.jpg,yes,"male-standing & male-standing, male-sitting & male-sitting","male-upper body with legs & male-upper body with legs, male-upper body without legs & male-upper body without legs",no females depicted.,"playfully, casually.",neither,male
1920,8_149498.jpg,yes,female-standing & male-walking & female-walking,female-upper body with legs & male-upper body with legs & female-upper body with legs,"joyfully, active, carefree","active, leisurely, casual",neither,female
1921,8_149668.jpg,yes,female reclining & male standing,female upper body with legs & male upper body with legs,relaxed and receiving massage,active and providing massage,neither,both
1922,8_151698.jpg,yes,"female, sitting &","female, upper body with legs &",stylish and confident,no males depicted,neither,female
1923,8_152468.jpg,yes,"female, bending over &","female, upper body with legs &","positively, with confidence",no males present,neither,female
1924,8_152788.jpg,yes,"female, athletic posture","female, upper body with legs","strong, determined, athletic",there are no males portrayed,neither,female
1925,8_152918.jpg,yes,"male, running","male, upper body with legs",not applicable,"athletic, focused",neither,male
1926,8_153138.jpg,yes,"female, stretching &","female, upper body with legs &","strong, athletic, focused",not depicted,neither,female
1927,8_155668.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"playfully, confidently",there are no males.,neither,female
1928,8_155898.jpg,yes,"female, walking posture","female, upper body with legs","confident, stylish",no males depicted,neither,female
1929,8_15618.jpg,yes,"male, seated","male, upper body without legs",not applicable,"casual, confident",neither,male
1930,8_156338.jpg,yes,"female, standing","female, upper body with legs","elegantly, confidently",no males shown,neither,female
1931,8_156598.jpg,yes,"female, seated","female, upper body with legs","confident, composed",no males shown,neither,female
1932,8_157058.jpg,yes,"female, standing","female, upper body with legs","confident, stylish",no males portrayed,female,female
1933,8_157288.jpg,yes,"female, sitting","female, upper body with legs","stylish, confident",not applicable,neither,female
1934,8_157368.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"confident, stylish, glamorous",not applicable,neither,both
1935,8_157468.jpg,yes,"female, standing.","female, upper body without legs.","sensual, glamorous.",no males pictured.,neither.,female.
1936,8_157628.jpg,yes,"female, standing","female, upper body without legs",seductively,no males present,female,female
1937,8_157708.jpg,yes,"female, standing &","female, upper body with legs &","positively, confidently",there are no males,neither,female
1938,8_157808.jpg,yes,"female, reclining","female, upper body with legs",relaxed and confident,no males shown,neither,female
1939,8_157818.jpg,yes,female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"confidently, suggestively.",there are no males portrayed.,neither,female
1940,8_157828.jpg,yes,"female, reclining","female, upper body with legs","sensually, in lingerie",no males in the image,neither,female
1941,8_158698.jpg,yes,female-standing & female-standing & male-standing,female-upper body without legs & female-upper body without legs & male-upper body without legs,"happy, energetic","partially visible, indistinct",neither,female
1942,8_159498.jpg,yes,"female, active & jumping","female, upper body with legs","athletic, dynamic, healthy",no males present,neither,female
1943,8_160358.jpg,yes,"female, seated &","female, upper body with legs &","casual, content",no males present,neither,female
1944,8_16188.jpg,yes,"female, sitting &","female, upper body with legs &","playful, innocent",no males portrayed,neither,female
1945,8_166208.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"casual, confident, fashionable",no males in the image,neither,female
1946,8_20718.jpg,yes,"female, reclining &","female, upper body with legs &","sensually, confidently",no males shown,neither,female
1947,8_20818.jpg,yes,"female, standing","female, upper body with legs","confident, poised.",no males present.,neither,female
1948,8_20838.jpg,yes,"female, seated","female, upper body with legs","casual, contemplative",not applicable (no males present),neither,female
1949,8_20898.jpg,yes,"female, standing &","female, upper body with legs &","confident, attractive",no males present,neither,female
1950,8_21078.jpg,yes,male reclining & female reclining,male upper body with legs & female upper body with legs,"sensual, intimate","relaxed, confident",neither,both
1951,8_21108.jpg,yes,"male, sitting","male, upper body with legs",not applicable,"casual, relaxed",neither,male
1952,8_22688.jpg,yes,"female, sitting","female, upper body with legs","casual, leisurely",not applicable,neither,female
1953,8_22918.jpg,yes,"female, sitting & holding","female, upper body with legs","intimate, sensual with fish",no males shown,neither,female
1954,8_24248.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,playful or intimate,playful or intimate,neither,both
1955,8_26088.jpg,yes,"male, sitting &","male, upper body with legs &",not applicable,"casually, confidently",neither,male
1956,8_29678.jpg,yes,male leaning & female leaning,male upper body without legs & female upper body without legs,"happy, casual, friendly","happy, casual, friendly",neither,both
1957,8_30888.jpg,yes,male & kneeling,male & upper body without legs,not applicable,"active, engaged in photography",neither,male
1958,8_32818.jpg,yes,"female, seated","female, upper body without legs","confident, attractive",not applicable,neither,female
1959,8_32848.jpg,yes,"female, standing &","female, upper body with legs &",playful and attractive,no males shown,neither,female
1960,8_32918.jpg,yes,"female, facing camera","female, face only","positively, engaging with viewer",no males shown,neither,female
1961,8_33288.jpg,yes,"female, head tilted","female, face only","confident, approachable",no males present,neither,female
1962,8_3478.jpg,yes,male-standing & male-standing,male-upper body with legs & male-upper body with legs,no females are portrayed,"casual, sporty",neither,both
1963,8_35108.jpg,yes,female sitting & female headshot,female upper body with legs & female face only,"professional, focused",not applicable,neither,female
1964,8_35288.jpg,yes,female reclining & male reclining,female upper body without legs & male upper body without legs,"intimate, relaxed","intimate, relaxed",neither,both
1965,8_36258.jpg,yes,"female, standing","female, upper body with legs","confident, promotional",no males portrayed,neither,female
1966,8_3748.jpg,yes,"female, exercising","female, upper body with legs","actively, healthily, positively",no males shown,neither,female
1967,8_38628.jpg,yes,male shouting & female shouting,male upper body without legs & female upper body without legs,"female portrayed shouting, energetic","male portrayed shouting, energetic",neither,both
1968,8_38848.jpg,yes,"female, reclining","female, upper body with legs","seductive, model-like",no males shown,neither,female
1969,8_38928.jpg,yes,female standing & male sitting,female upper body with legs & male upper body with legs,"casual, possibly sexualized","casual, possibly sexualized",neither,both
1970,8_39068.jpg,yes,female standing & male sitting,female upper body with legs & male upper body with legs,"confident, close","relaxed, seated",neither,both
1971,8_39318.jpg,yes,"female, sitting","female, upper body with legs",stylish and festive,no males shown,neither,female
1972,8_39508.jpg,yes,"female, lying down &","female, upper body with legs &","elegantly, seductively",no males portrayed,neither,female
1973,8_40888.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable",not applicable,neither,female
1974,8_40948.jpg,yes,"female, standing","female, upper body without legs","glamorous, confident",no males shown,neither,female
1975,8_41138.jpg,yes,female sitting & male sitting & female leaning & male sitting & female standing & male sitting & female sitting & male standing,female upper body without legs & male upper body without legs & female upper body without legs & male upper body without legs & female upper body with legs & male upper body without legs & female upper body without legs & male upper body with legs,"casual, relaxed, confident","casual, relaxed, confident",neither,neither
1976,8_41268.jpg,yes,"female, seated & curled up","female, upper body with legs",portrayed as vulnerable,there are no males shown.,neither,female
1977,8_41308.jpg,yes,"female, seated &","female, upper body with legs &","vulnerable, child-like",not applicable,neither,female
