actorid,dob,name,first_name,gender
nm3054233,"december 14, 1976",Giles Terera,Giles,male
nm8937111,"july 9, 1992",Jeremy Pope,Jeremy,male
nm4030255,"april 11, 1987",Weruche Opia,Weruche,
nm2648599,"september 26, 1979",Brooke Josephson,Brooke,female
nm9150537,"november 20, 2001",Gabriella Baldacchino,Gabriella,female
nm5701972,"march 2, 1988",Adam Aalderks,Adam,male
nm5744645,november 16,Mark St. Cyr,Mark,male
nm9252018,"december 26, 1995",Lola Petticrew,Lola,female
nm0134167,"november 17, 1954",Cedric Cannon,Cedric,male
nm6469611,february 11,Sammy Peralta,Sammy,male
nm8669303,"september 13, 1990",Zenzi Williams,Zenzi,female
nm8945178,"february 16, 1999",Emily Davidson,Emily,female
nm11101956,february 17,Deja Monique Cruz,Deja,female
nm3724236,"november 12, 1984",Khasan Brailsford,Khasan,male
nm4943503,"november 3, 1984",Lynn Gilmartin,Lynn,female
nm0851012,"october 27, 1969",Paul Tassone,Paul,male
nm10175204,september 26,Laird Akeo,Laird,male
nm0766120,"november 14, 1980",Brooke Satchwell,Brooke,female
nm10205595,"august 26, 1995",Russell Satele,Russell,male
nm7852757,april 29,Kade Vu,Kade,male
nm0490133,"july 8, 1945",Stan Lathan,Stan,male
nm0210867,"july 19, 1946",Suzanne De Passe,Suzanne,female
nm0593314,1958,Elvis Mitchell,Elvis,male
nm0122344,"april 13, 1944",Charles Burnett,Charles,male
nm5082529,"july 4, 1983",Jen Tullock,Jen,female
nm12809012,"june 21, 1978",Loren G. Woods,Loren,male
nm10146989,"november 18, 2008",Marlow Barkley,Marlow,male
nm10913047,"december 29, 2003",Isabelle Kusman,Isabelle,female
nm5557379,"february 16, 2001",Chloe East,Chloe,female
nm10652212,"january 22, 2010",Keeley Karsten,Keeley,female
nm5870099,"september 23, 1990",Mabel Cadena,Mabel,female
nm3948190,"october 1, 1987",Michaela Coel,Michaela,female
nm4363755,september 27,Blythe Howard,Blythe,female
nm2300814,"december 22, 1993",Aliana Lohan,Aliana,female
nm0905935,"october 3, 1959",Jack Wagner,Jack,male
nm8060959,"june 19, 1981",Rob Fee,Rob,male
nm3488167,"october 17, 1988",Michael Felker,Michael,male
nm2472482,"july 8, 1981",David Lawson Jr.,David,male
nm1803036,"september 8, 1975",C. Robert Cargill,C.,female
nm1506663,"july 1, 1978",Wanjiru M. Njendu,Wanjiru,female
nm1918140,"june 9, 1983",Justin Benson,Justin,male
nm0458358,"december 26, 1956",Laurie Klatscher,Laurie,female
nm9195251,"october 18, 1974",Ronnie Yelverton,Ronnie,male
nm3270994,"august 10, 1987",John Dylan Atkins,John,male
nm5795728,"may 4, 1989",Darren Mann,Darren,male
nm8818808,"july 21, 1998",Keyla Monterroso Mejia,Keyla,female
nm0042006,"july 2, 1970",Scott Aukerman,Scott,male
nm2266438,"march 6, 1981",Eric Tiede,Eric,male
nm0126133,1981,Caolan Byrne,Caolan,male
nm2436567,"october 27, 1985",Briana Lane,Briana,female
nm0440537,"july 8, 1955",Yanina Kasheva,Yanina,female
nm2810106,"august 17, 1978",Yana Marinova,Yana,female
nm0825029,"may 2, 1970",Koyna Ruseva,Koyna,female
nm11013770,"april 13, 1990",Nicholas Ralph,Nicholas,male
nm2872159,"may 9, 1980",James Bane,James,male
nm2341751,"april 16, 1981",Russell Harvard,Russell,male
nm0689289,"october 2, 1962",Andrew Polk,Andrew,male
nm13685384,"march 11, 2004",Harry Perdios,Harry,male
nm13592008,"july 7, 2010",Frankie Corio,Frankie,male
nm3278700,"may 9, 1984",Celia Rowlson-Hall,Celia,female
nm0108939,"august 19, 1967",Lucy Briers,Lucy,female
nm0218759,"may 16, 1973",Richard Dempsey,Richard,male
nm10128408,"december 13, 1995",Emma Corrin,Emma,female
nm1394398,1980,Aaron Monaghan,Aaron,male
nm0639119,1959,Bríd Ní Neachtain,Bríd,female
nm0795169,"december 12, 1967",Pat Shortt,Pat,male
nm0668845,"july 14, 1974",Maxine Peake,Maxine,female
nm7132577,"september 30, 2003",Lyric Ross,Lyric,male
nm4687524,"august 21, 1992",Arielle Carver-O'Neill,Arielle,female
nm3287873,"february 12, 1987",Odelya Halevi,Odelya,female
nm1851550,"may 19, 1975",Benjamin Patterson,Benjamin,male
nm3112453,"july 24, 1981",Mohammed Amer,Mohammed,male
nm1476804,"november 4, 1970",Steven Ogg,Steven,male
nm4409451,october 4,Brittany Gandy,Brittany,female
nm2860995,june 3,Melissa Macedo,Melissa,female
nm3666356,"october 25, 1993",Kelley Missal,Kelley,female
nm1249604,april 30,David Lavine,David,male
nm2605879,"january 28, 1981",Jennean Farmer,Jennean,female
nm10864091,june 16,Devyn McDowell,Devyn,female
nm11394480,"august 15, 2011",Alix West Lefler,Alix,female
nm2869419,december 13,Dartel McRae,Dartel,male
nm3236205,"november 6, 1982",Denise Pillott,Denise,female
nm8402202,"january 7, 2004",Sofia Wylie,Sofia,female
nm2213333,july 23,Mildred Marie Langford,Mildred,female
nm10859077,"august 29, 1997",A-F-R-O,A-F-R-O,
nm5198603,"september 16, 1988",Kelsey Caesar,Kelsey,female
nm2715338,"july 24, 1981",Sheaun McKinney,Sheaun,male
nm0459867,february 25,Will Klipstine,Will,male
nm6566940,"november 18, 1982",Nick Romano,Nick,male
nm1763472,"november 28, 1980",Chris Grabher,Chris,male
nm6644173,august 24,Chris Silcox,Chris,male
nm5962406,"august 9, 1981",Brice Martinet,Brice,male
nm0138701,"february 6, 1973",Valentina Carnelutti,Valentina,female
nm4148614,"june 18, 1992",Sean Teale,Sean,male
nm1143549,"july 3, 1972",Jamie Renell,Jamie,male
nm0741288,january 24,Candice Rose,Candice,female
nm0641612,march 27,Michael O'Leary,Michael,male
nm7324767,"january 17, 1988",Keraun Harris,Keraun,
nm13329948,"april 6, 2001",Marteen,Marteen,female
nm2283022,"may 8, 1951",Mike D'Antoni,Mike,male
nm1099410,"september 6, 1958",Bill Plaschke,Bill,male
nm1434296,"october 25, 1970",J.A. Adande,J.A.,
nm0172283,"july 28, 1951",Doug Collins,Doug,male
nm2276921,"july 6, 1980",Pau Gasol,Pau,male
nm0473111,"february 13, 1947",Mike Krzyzewski,Mike,male
nm2328804,"november 20, 1939",Jerry Colangelo,Jerry,male
nm1186913,"march 23, 1973",Jason Kidd,Jason,male
nm2595625,"march 24, 1984",Chris Bosh,Chris,male
nm2574988,"november 20, 1981",Carlos Boozer,Carlos,male
nm2255137,"may 6, 1985",Chris Paul,Chris,male
nm1630931,"may 29, 1984",Carmelo Anthony,Carmelo,male
nm6244405,"september 28, 1989",Gorica Regodic,Gorica,female
nm9501566,1991,Aoife Hinds,Aoife,female
nm8210730,"october 11, 1993",Brandon Flynn,Brandon,male
nm5570560,"june 17, 2000",Odessa A'zion,Odessa,female
nm13154325,2001,Sophie Kauer,Sophie,female
nm0375461,"january 10, 1950",Bonnie Hellman,Bonnie,female
nm2807339,"august 20, 1981",Matthew Risch,Matthew,male
nm3894653,"april 10, 1991",Mary Neely,Mary,female
nm6837949,"december 7, 2008",Lyric Hurd,Lyric,male
nm6658398,"august 8, 1998",Shawn Mendes,Shawn,male
nm1076461,april 5,Cory DuVal,Cory,male
nm4898713,december 19,Casey Hartnett,Casey,male
nm7476686,"november 30, 1979",David Howard Thornton,David,male
nm3117884,"march 1, 1982",Joe Tippett,Joe,male
nm4335648,"october 8, 1991",Katie Callaway,Katie,female
nm3004687,"october 20, 1990",Galadriel Stineman,Galadriel,female
nm2421884,"july 26, 1984",Melissa Marty,Melissa,female
nm2639722,may 29,Mark Hapka,Mark,male
nm2322894,"november 2, 1973",Michael Wayne Foster,Michael,male
nm1789135,june 27,Rachel Leah Cohen,Rachel,female
nm1974740,"march 22, 1982",Shawn-Caulin Young,Shawn-Caulin,
nm1273830,"june 6, 1974",Scott Peat,Scott,male
nm0351072,"august 1, 1979",Fidel Gomez,Fidel,male
nm13691274,1976,Wendy Dynan-Gleeson,Wendy,female
nm0734498,1954,Lalor Roddy,Lalor,female
nm0640949,july 19,Marion O'Dwyer,Marion,female
nm1160803,"february 15, 1983",Seán T. Ó Meallaigh,Seán,male
nm2915830,"april 21, 1998",Nicole Huff,Nicole,female
nm4419771,"may 31, 1989",Justine Lupe,Justine,female
nm3966885,1998,Ruby Ashbourne Serkis,Ruby,female
nm3129512,"july 12, 1984",Matt Cook,Matt,male
nm7624235,"april 27, 1998",Froy Gutierrez,Froy,male
nm5339815,"april 9, 2003",Lilia Buckingham,Lilia,female
nm7650817,"september 16, 1998",Belissa Escobedo,Belissa,female
nm8857173,"january 28, 2003",Whitney Peak,Whitney,female
nm12194685,"january 14, 1995",Symone,Symone,female
nm1177213,"june 22, 1979",Jai Rodriguez,Jai,male
nm8352392,"october 22, 1977",TS Madison,TS,male
nm0879514,"march 29, 1965",Levente Törköly,Levente,male
nm5320126,october 24,Corey Champagne,Corey,male
nm0118430,january 5,Waltrudis Buck,Waltrudis,
nm3200058,"august 13, 1989",Kario Marcel,Kario,male
nm3238907,"august 25, 1989",Brent Antonello,Brent,male
nm3188810,september 13,Brad Benedict,Brad,male
nm2177523,"march 24, 1993",Austin Scott,Austin,male
nm8446021,"september 22, 1994",Solea Pfeiffer,Solea,female
nm5264241,1988,Joshua Boone,Joshua,male
nm1705421,"october 12, 1960",Bill Murphey,Bill,male
nm8540143,"august 23, 1997",Lil Yachty,Lil,female
nm2426242,"may 25, 1960",Amy Klobuchar,Amy,female
nm8233263,"january 13, 1975",Andrew Yang,Andrew,male
nm0454385,"october 23, 1957",Martin Luther King III,Martin,male
nm0192521,"june 15, 1932",Mario Cuomo,Mario,male
nm0141326,"may 22, 1936",Sonny Carson,Sonny,male
nm4093609,"july 21, 1945",Alton Maddox,Alton,male
nm1035915,"november 29, 1908",Adam Clayton Powell Jr.,Adam,male
nm1528459,"november 23, 1950",Chuck Schumer,Chuck,male
nm2241072,"december 6, 1957",Andrew Cuomo,Andrew,male
nm5507408,"august 31, 1991",Mimi Ndiweni,Mimi,female
nm0684877,"september 22, 1982",Billie Piper,Billie,female
nm7753033,november 13,Monroe Cline,Monroe,male
nm11230698,"october 11, 2016",Daisy Sudeikis,Daisy,female
nm7584896,"february 13, 1996",Sydney Chandler,Sydney,female
nm6359527,"july 29, 1991",Ari'el Stachel,Ari'el,
nm7373540,"july 25, 1994",Sydney Craven,Sydney,female
nm1993322,"november 29, 1979",Timo Vuorensola,Timo,male
nm7760858,"september 20, 1977",Michael Ochotorena,Michael,male
nm5800711,september 9,Eric Hanson,Eric,male
nm6366417,november 3,Jefferson White,Jefferson,male
nm2566206,"may 19, 1938",Herbie Flowers,Herbie,male
nm0259803,"september 1, 1948",Greg Errico,Greg,male
nm4812839,"august 28, 1948",Dennis Davis,Dennis,male
nm0740163,"may 26, 1946",Mick Ronson,Mick,male
nm0308599,"july 29, 1945",Mike Garson,Mike,male
nm0092783,"june 9, 1950",Trevor Bolder,Trevor,male
nm2443416,"april 8, 1988",Anna Osceola,Anna,female
nm2431797,january 25,John Behlmann,John,male
nm0695835,"august 31, 1971",Kinga Preis,Kinga,female
nm1974708,"august 14, 1993",Olivia Sui,Olivia,female
nm9854786,"july 14, 2000",Maia Reficco,Maia,female
nm6043149,"february 28, 2000",J.D.,J.D.,
nm7084934,"november 12, 1995",Ava Capri,Ava,female
nm12559937,november 9,Emma Jenkins-Purro,Emma,female
nm0942858,"may 4, 1970",Tandi Wright,Tandi,female
nm4825178,"july 8, 1993",David Corenswet,David,male
nm0930570,"march 11, 1985",Evan Williams,Evan,male
nm1229637,"december 25, 1972",Patrick Brennan,Patrick,male
nm0551323,"may 22, 1949",Ania Marson,Ania,female
nm7066351,"january 18, 1988",Jacob Fortune-Lloyd,Jacob,male
nm5427486,"april 7, 1982",Sian Clifford,Sian,female
nm7350296,june 1989,Charlie Cooper,Charlie,male
nm6112124,"march 11, 1992",Pearl Chanda,Pearl,female
nm0452300,"july 14, 1960",Angélique Kidjo,Angélique,female
nm2299289,"october 18, 1985",Sivuyile Ngesi,Sivuyile,male
nm0781066,1962,Seputla Sebogodi,Seputla,
nm5626354,"may 6, 1987",Adrienne Warren,Adrienne,female
nm9747618,"march 12, 1997",Masali Baduza,Masali,female
nm9096847,"july 8, 1991",Thuso Mbedu,Thuso,male
nm2849922,"june 22, 1984",Yassir Lester,Yassir,male
nm0640756,"november 24, 1968",Ernest O'Donnell,Ernest,male
nm6159718,"july 5, 1951",Roger Wicker,Roger,male
nm10562376,"july 30, 1966",Sean Patrick Maloney,Sean,male
nm5563034,"december 22, 1970",Ted Cruz,Ted,male
nm1753421,"may 27, 1947",Peter A. DeFazio,Peter,male
nm10070042,"august 20, 1998",Raphael Ruggero,Raphael,male
nm7133862,1999,Marisa Lynae Hampton,Marisa,female
nm8644329,july 30,Trevor Van Uden,Trevor,male
nm1830723,april 3,Matthew Patrick Davis,Matthew,male
nm4548005,"october 6, 2002",Rio Mangini,Rio,male
nm8637369,"february 11, 2002",Olaniyan Thurmon,Olaniyan,male
nm12347965,"july 24, 2009",Casie Baker,Casie,female
nm1381612,"january 18, 1982",Jah Shams,Jah,male
nm2630271,september 12,Andrea Laing,Andrea,female
nm9883705,2003,Shane Fleming,Shane,male
nm0003856,"february 28, 1956",Michael Townsend Wright,Michael,male
nm5505340,"may 16, 1997",Alina Schaller,Alina,female
nm4820637,1989,Viktoria Monhor,Viktoria,female
nm7497876,"june 21, 1991",Lili Walters,Lili,female
nm0512232,"october 21, 1939",Ian Lindsay,Ian,male
nm4066934,"april 28, 1987",Stephanie Corneliussen,Stephanie,female
nm6015235,"april 21, 1995",Thomas Doherty,Thomas,male
nm10699644,"september 20, 1999",Sophia Tatum,Sophia,female
nm1754373,"august 5, 1964",Zerrin Tekindor,Zerrin,female
nm10016096,"october 8, 1997",Matteo Bocelli,Matteo,male
nm8188972,"january 17, 1987",Ogulcan Arman Uslu,Ogulcan,male
nm4357116,"october 6, 1997",Ece Yüksel,Ece,female
nm3369005,"february 22, 1979",Nicolas Mouawad,Nicolas,male
nm7060876,1982,Seyithan Özdemir,Seyithan,male
nm7301486,"november 2, 1971",Erdil Yasaroglu,Erdil,male
nm1015918,"july 7, 1964",Bobby Brown,Bobby,male
nm4819741,"january 28, 1991",Adam Moryto,Adam,male
nm4407744,"october 27, 1990",Hamza Haq,Hamza,male
nm10685509,"april 27, 1994",Matthew Finlan,Matthew,male
nm7122558,"september 25, 2009",Leah Jeffries,Leah,female
nm8078479,"november 1, 1964",John Forker,John,male
nm2099806,july 16,Dale McKeel,Dale,male
nm1722382,may 6,Jonathan Avigdori,Jonathan,male
nm6561255,"march 23, 1980",Ricarlo Flanagan,Ricarlo,male
nm2388022,february 13,Kara Luiz,Kara,female
nm2224519,"august 27, 1980",Bernardo Badillo,Bernardo,male
nm2126432,"february 10, 1978",Julia Pace Mitchell,Julia,female
nm0920806,"april 3, 1964",J.C. Wendel,J.C.,
nm0557908,"december 6, 1968",Oliver Masucci,Oliver,male
nm6136319,"april 8, 1983",Levy Tran,Levy,male
nm7664606,august 3,Noë Cameron,Noë,male
nm8763561,april 17,Steven Anthony Washington,Steven,male
nm5387462,july 24,Boone Platt,Boone,male
nm7857715,"december 12, 1996",Darwin del Fabro,Darwin,male
nm7292374,"august 21, 2000",Quei Tann,Quei,male
nm1252685,"september 16, 1975",Toks Olagundoye,Toks,male
nm3177427,march 6,Meghan Falcone,Meghan,female
nm1821026,july 7,Melody Butiu,Melody,female
nm1839922,"june 2, 1971",Jo Koy,Jo,female
nm1478223,"april 15, 1959",Lydia Gaston,Lydia,female
nm1757442,"march 22, 1979",Ben Johnson,Ben,male
nm8405300,"march 18, 1996",Eva Noblezada,Eva,female
nm3420585,"july 26, 1986",Alexandra Bayless,Alexandra,female
nm4103537,"october 17, 1989",Lyndsi LaRose,Lyndsi,female
nm2862532,september 14,Adam Marcinowski,Adam,male
nm0123951,"july 6, 1978",Adam Busch,Adam,male
nm3774892,november 23,Jason Sakaki,Jason,male
nm11008562,"september 13, 2004",Miku Martineau,Miku,female
nm3082707,"december 28, 1994",Avery Konrad,Avery,male
nm7140802,"september 8, 2002",Gaten Matarazzo,Gaten,male
nm7688164,may 9,Angela Wong Carbone,Angela,female
nm0225429,"august 19, 1954",Judy Dickerson,Judy,female
nm2554097,april 3,Christiane Seidel,Christiane,female
nm0925087,"october 14, 1971",Kirk White,Kirk,male
nm2399716,"march 24, 1976",Negin Farsad,Negin,female
nm3180297,"april 5, 1994",Nadia Alexander,Nadia,female
nm0767207,"april 2, 1972",Stephen Saux,Stephen,male
nm0366531,"march 6, 1951",Steve Hart,Steve,male
nm2374741,"may 13, 1992",Tommy Dorfman,Tommy,male
nm1891632,"february 25, 1981",Janicza Bravo,Janicza,
nm1787652,"january 10, 1975",Grayson Berry,Grayson,male
nm3290049,october 29,Ben Whitehair,Ben,male
nm13892441,"may 2, 2007",Ensai O'Haire,Ensai,female
nm0367253,"june 21, 1971",Bill Hartung,Bill,male
nm0361967,"july 7, 1968",Vanita Harbour,Vanita,female
nm0625944,"november 11, 1949",Lenora Nemetz,Lenora,female
nm12823815,"october 4, 2000",Alec Ludacka,Alec,male
nm8160012,"october 1, 2007",Lincoln Lambert,Lincoln,male
nm1436209,"september 8, 1979",Jennifer Lafleur,Jennifer,female
nm5155952,"may 25, 1995",Brandon Perea,Brandon,male
nm1096524,"september 6, 1972",Jacob Estes,Jacob,male
nm0363351,march 11,Jade Harlow,Jade,female
nm2715688,1981,Josh Thomson,Josh,male
nm8460084,"september 26, 2008",Robert Levey II,Robert,male
nm13560449,"february 6, 1998",Daneia Russell,Daneia,female
nm13520132,january 26,Colin Akai,Colin,male
nm5016962,"april 8, 1988",Logan Macrae,Logan,male
nm7805172,"march 12, 2008",Cameron Crovetti,Cameron,male
nm1333687,"july 28, 1983",Dhanush,Dhanush,male
nm2073429,july 17,Brett Goldstein,Brett,male
nm4097598,"february 29, 1992",James Cullen Bressack,James,male
nm9001021,"march 3, 1994",Sam Asghari,Sam,male
nm2326379,"march 31, 1984",Jonathan Stoddard,Jonathan,male
nm8172457,"march 27, 1989",Vasil Toshev,Vasil,male
nm13726777,"february 15, 2009",Katelyn Rose Downey,Katelyn,female
nm3594940,"june 6, 1991",Ashley Park,Ashley,female
nm2152645,"november 12, 1973",Paola Lavini,Paola,female
nm0112647,"november 24, 1975",Brian Brough,Brian,male
nm4104456,"august 19, 1976",Lonzo Liggins,Lonzo,male
nm0833124,"june 23, 1975",Anthony Straga,Anthony,male
nm6811131,march 1,Tanner Gillman,Tanner,male
nm5181589,"november 27, 1988",Chris Reid,Chris,male
nm9458536,"march 29, 1989",Michelle Zauner,Michelle,female
nm5874973,"october 2, 1996",Taiana Tully,Taiana,female
nm4555391,1994,Lyrica Okano,Lyrica,female
nm1348108,"april 10, 1976",Christos Loulis,Christos,male
nm1462340,"september 24, 1981",Yetide Badaki,Yetide,female
nm1585728,"august 17, 1975",Jessi Klein,Jessi,female
nm0862332,"july 9, 1968",Sarah Thyre,Sarah,female
nm0821478,"december 16, 1941",Lesley Stahl,Lesley,female
nm0838747,"december 12, 1897",Leonora Summers,Leonora,female
nm0431655,"august 27, 1905",Joyzelle Joyner,Joyzelle,female
nm0436787,"january 30, 1884",Sôjin Kamiyama,Sôjin,
nm0881557,"february 6, 1895",Vadim Uraneff,Vadim,male
nm0057890,"march 29, 1855",James O. Barrows,James,male
nm0173920,"september 9, 1886",Mathilde Comont,Mathilde,female
nm0625371,1872,Frank Nelson,Frank,male
nm0077320,"december 16, 1849",George Berrell,George,male
nm0021025,"december 25, 1861",Sam Allen,Sam,male
nm0048905,"may 4, 1907",Sam Baker,Sam,male
nm0232592,"may 30, 1878",Mike Donlin,Mike,male
nm0641254,"february 24, 1899",George O'Hara,George,male
nm0182537,"september 17, 1903",Dolores Costello,Dolores,female
nm0539894,"february 9, 1957",Víctor Mallarino,Víctor,male
nm1507717,"december 27, 1995",Carlos Cuevas,Carlos,male
nm2319146,"march 28, 1986",Amaia Salamanca,Amaia,female
nm0761110,"january 14, 1975",Rodolfo Sancho,Rodolfo,male
nm10664816,"june 2, 2007",Jacob Moran,Jacob,male
nm1490451,"may 18, 1971",Troy Rudeseal,Troy,male
nm9296746,"july 10, 2007",Mason Thames,Mason,male
nm3469812,august 28,Zehra Fazal,Zehra,female
nm1601080,"november 11, 1971",Greg Chun,Greg,male
nm2683712,"july 31, 1949",Susan Bennett,Susan,female
nm2500963,"february 6, 1969",Shaun Parker,Shaun,male
nm6522218,september 10,Emmy Perry,Emmy,female
nm1673908,october 1,Sonja O'Hara,Sonja,female
nm4003168,"may 27, 1991",Chelsea Gilligan,Chelsea,female
nm1871001,"april 7, 1989",Annapurna Sriram,Annapurna,female
nm9006409,april 17,Colton Osorio,Colton,male
nm4323708,"february 11, 1997",Cooper Raiff,Cooper,male
nm10710511,"february 2, 1996",BeBe Bettencourt,BeBe,female
nm6431173,march 11,Sam Delich,Sam,male
nm0568056,"september 24, 1953",Mary McDonald-Lewis,Mary,female
nm0533691,1975,Angus MacLane,Angus,male
nm9660985,november 1,Tyler Kay Whitley,Tyler,male
nm1015809,"may 2, 1955",Donatella Versace,Donatella,female
nm1032521,"may 1, 1978",Lorene Scafaria,Lorene,female
nm7136184,"december 12, 1945",Lupe López,Lupe,female
nm0575656,"january 24, 1958",Benny Medina,Benny,male
nm3088591,"december 29, 1941",David López,David,male
nm0357895,"april 8, 1966",Hamish Hamilton,Hamish,male
nm1406033,"december 4, 1981",Adam Blackstone,Adam,male
nm11016259,"january 24, 1995",Caleb Hearon,Caleb,male
nm9912877,"august 15, 1988",Boban Marjanovic,Boban,male
nm12373736,"september 28, 1995",Juancho Hernangomez,Juancho,male
nm0244900,"august 11, 1967",Rajatabha Dutta,Rajatabha,
nm5992648,"october 9, 1992",Aryann Bhowmick,Aryann,female
nm14167931,"january 14, 1999",Aman,Aman,male
nm3209537,"december 12, 1982",Ionut Grama,Ionut,male
nm2136291,"december 26, 1997",Stefan Iancu,Stefan,male
nm0216688,"december 25, 1940",Cristina Deleanu,Cristina,female
nm4356591,"march 1, 1987",Madalina Anea,Madalina,female
nm0678431,"december 1, 1963",Tudor Petrut,Tudor,male
nm1880506,"january 31, 1980",Peppermint,Peppermint,female
nm11831853,"september 11, 1990",Michael Graceffa,Michael,male
nm6974163,"november 25, 1993",Zane Phillips,Zane,male
nm3098593,"june 10, 1983",Nick Adams,Nick,male
nm8510480,"april 19, 1992",James Scully,James,male
nm3755949,"march 7, 1998",Tomas Matos,Tomas,male
nm1505056,"february 17, 1979",Conrad Ricamora,Conrad,male
nm5527841,"february 29, 1988",Joel Kim Booster,Joel,male
nm0655578,"july 11, 1958",Dariusz Paczynski,Dariusz,male
nm0137141,"february 19, 1962",Zoe Carides,Zoe,female
nm0611761,october 17,Rhys Muldoon,Rhys,male
nm7500140,"november 7, 1989",Denise Capezza,Denise,female
nm2993505,"february 7, 1988",Welket Bungué,Welket,
nm0514879,december 26,Nadia Litz,Nadia,female
nm6779063,"november 24, 1992",Lihi Kornowski,Lihi,female
nm0319145,"february 21, 1952",Starr Gilliard,Starr,female
nm9407256,"october 26, 1998",Noah Taliferro,Noah,male
nm0315321,"december 24, 1979",Ben Geurens,Ben,male
nm3227993,"april 3, 1979",Nija Okoro,Nija,female
nm0063872,"october 13, 1969",Adrien Beard,Adrien,male
nm4626311,"march 5, 1986",Koudous Seihon,Koudous,male
nm11248397,january 11,Leonardo Bevilacqua,Leonardo,male
nm10026347,"august 14, 2004",Swamy Rotolo,Swamy,female
nm1553922,"october 3, 1972",Martin Stenmarck,Martin,male
nm1926427,"march 12, 1972",Larry Murphy,Larry,male
nm4064518,"november 10, 1971",John Roberts,John,male
nm1483349,"july 24, 1974",Eugene Mirman,Eugene,male
nm2089814,"september 25, 1981",Dan Mintz,Dan,male
nm6082748,"september 1, 1992",Charity Cervantes,Charity,female
nm4941243,"august 11, 1998",John Paul Kakos,John,male
nm0885719,april 9,Melanie Jeffcoat,Melanie,female
nm0273371,"july 22, 1967",Alex Fernandez,Alex,male
nm1336827,"march 14, 1973",Betsy Brandt,Betsy,female
nm10381726,"june 30, 1986",Gata,Gata,female
nm4708733,"november 25, 2009",Fifi Hart,Fifi,female
nm0171405,"may 9, 1968",Caia Coley,Caia,female
nm0226831,february 3,Darryl L Dillard,Darryl,male
nm1594200,january 7,Lauren Buglioli,Lauren,female
nm9036839,march 27,Kaye Brownlee-France,Kaye,female
nm2743770,"july 28, 1982",Brandon Potter,Brandon,male
nm0048687,"march 13, 1972",Leigh-Allyn Baker,Leigh-Allyn,
nm1515764,june 19,Gigi Orsillo,Gigi,female
nm1107283,july 28,Tara Nicodemo,Tara,female
nm7199908,"july 3, 1996",Robyn Alomar,Robyn,female
nm4586797,"july 1, 1999",Kolton Stewart,Kolton,male
nm6067524,"december 12, 2000",Devyn Nekoda,Devyn,female
nm6304242,"august 28, 2003",Lexi Underwood,Lexi,female
nm0710969,december 27,Lanette Ware,Lanette,female
nm1750373,"november 20, 1959",Sheila Boyd,Sheila,female
nm5517526,"august 10, 1990",Sydney Lemmon,Sydney,female
nm7297268,"january 25, 2005",Avantika,Avantika,female
nm8077891,"january 13, 1993",Tyler Barnhardt,Tyler,male
nm4461976,"may 27, 1990",Lorne MacFadyen,Lorne,male
nm4098776,july 27,Tahirah Sharif,Tahirah,female
nm3177717,june 8,Elena Juatco,Elena,female
nm1648492,"april 8, 1992",Shelby Young,Shelby,female
nm5804925,november 3,Chris Hackney,Chris,male
nm0280230,september 21,Erin Fitzgerald,Erin,female
nm0622291,may 10,Julie Nathanson,Julie,female
nm0382114,"april 3, 1968",Jamie Hewlett,Jamie,male
nm0344710,"august 27, 1935",Michael Gruskoff,Michael,male
nm0329519,"october 9, 1941",Michael Goodwin,Michael,male
nm0298341,"january 28, 1975",Samantha Fuller,Samantha,female
nm0016332,"march 23, 1968",Damon Albarn,Damon,male
nm10836449,"june 23, 1984",Chris Wood,Chris,male
nm4668986,"march 18, 1988",Kat Ruston,Kat,female
nm1860532,august 31,Hayley Sales,Hayley,female
nm2385783,"october 15, 1990",Brennan Mejia,Brennan,male
nm2048764,"july 16, 1976",Bobby Lashley,Bobby,male
nm1002633,"october 9, 1980",Arnold Chon,Arnold,male
nm2822103,"july 31, 1989",Sofia Pernas,Sofia,female
nm10434275,2011,Zoe Gandolfo,Zoe,female
nm8534591,december 20,Isabella Ferreira,Isabella,female
nm6924309,"august 17, 1996",Addie Weyrich,Addie,female
nm0710542,"march 31, 1974",Doug Rao,Doug,male
nm1653488,"october 24, 1981",Natalie Anderson,Natalie,female
nm0931656,"november 29, 1972",Scot Williams,Scot,male
nm9978432,"april 13, 1983",Daniel De Bourg,Daniel,male
nm0848110,1963,Manuel Tallafé,Manuel,male
nm0555083,1961,Enrique Martínez,Enrique,male
nm0337773,"april 9, 1975",David Gordon Green,David,male
nm6530360,"september 26, 1988",Lilly Singh,Lilly,female
nm5041435,"june 9, 1975",DJames Jones,DJames,male
nm1141654,april 18,Jody Jaress,Jody,female
nm2569474,"january 30, 1975",Tarnue Massaquoi,Tarnue,male
nm1482080,"december 11, 1988",Giovannie Espiritu,Giovannie,male
nm0051397,"april 3, 1973",Jamie Bamber,Jamie,male
nm4946463,december 12,Derek Yates,Derek,male
nm2187587,"january 17, 1983",Ryan Gage,Ryan,male
nm1300300,"june 8, 1974",Amira Khalifa,Amira,female
nm0756819,"july 19, 1981",Elsa Saisio,Elsa,female
nm2602630,1979,Kristofer Gummerus,Kristofer,male
nm1043419,january 31,Maija Paunio,Maija,female
nm1776151,"may 26, 1993",Cara Mahoney,Cara,female
nm3719144,july 6,Cody Fern,Cody,male
nm10123556,"august 2, 1999",Jonathan Saks,Jonathan,male
nm8365231,"september 22, 1998",Isis Hainsworth,Isis,female
