actorid,dob
nm0775870,"february 4, 1940"
nm0000120,"january 17, 1962"
nm0247720,"december 17, 1946"
nm0167135,"october 21, 1921"
nm0401969,"april 3, 1953"
nm0542558,"july 5, 1948"
nm0628236,"november 2, 1946"
nm3729721,"august 26, 1991"
nm1429380,"april 18, 1990"
nm1842439,"february 19, 1993"
nm1064292,"january 21, 1991"
nm0539651,"january 17, 1966"
nm0852132,"july 30, 1971"
nm3666819,"october 24, 1990"
nm1369619,"october 10, 2003"
nm4296013,"may 10, 1993"
nm0703939,"october 8, 1993"
nm3306943,"may 3, 1991"
nm1366882,"september 28, 1990"
nm1655046,"august 4, 1985"
nm0488814,"june 17, 1924"
nm0712344,"may 15, 1910"
nm0792561,"december 6, 1926"
nm0587256,"august 23, 1929"
nm0335230,"august 27, 1901"
nm0418148,"march 27, 1931"
nm0002079,"september 29, 1925"
nm0531614,"april 16, 1925"
nm0366690,"april 21, 1928"
nm0768026,"september 4, 1905"
nm0884384,"january 26, 1920"
nm0308740,"november 1, 1923"
nm0076229,"july 1, 1912"
nm0076152,"june 23, 1917"
nm0216006,"february 1, 1910"
nm0612706,"july 31, 1926"
nm0174234,"april 22, 1910"
nm0636026,"august 14, 1903"
nm0312672,"april 20, 1911"
nm0392447,"may 13, 1909"
nm0874576,"november 27, 1902"
nm0845969,"january 23, 1905"
nm0501532,"may 15, 1905"
nm0107914,"october 22, 1924"
nm0076319,"august 12, 1887"
nm0034066,"october 23, 1904"
nm0163361,"may 17, 1920"
nm0377845,"january 6, 1922"
nm0146446,"march 13, 1930"
nm0590055,"february 22, 1908"
nm0064235,"october 19, 1909"
nm0783288,"may 6, 1921"
nm0611984,"june 9, 1914"
nm0125952,"january 31, 1911"
nm0866627,"march 5, 1910"
nm0448082,"july 20, 1930"
nm0001958,"march 28, 1921"
nm0532290,"october 13, 1918"
nm0362315,"june 5, 1907"
nm0111155,"may 5, 1905"
nm0233247,"april 19, 1926"
nm0404342,"september 15, 1892"
nm0909718,1930
nm0018776,"march 11, 1923"
nm0419929,"april 29, 1924"
nm0909715,"july 11, 1937"
nm0677603,"january 13, 1924"
nm0480747,"july 20, 1908"
nm0903798,"june 12, 1942"
nm0115822,"october 3, 1928"
nm2090059,"april 2, 1935"
nm0791039,"september 22, 1879"
nm0587710,"september 16, 1899"
nm0051551,"september 22, 1933"
nm0357559,"march 14, 1906"
nm0171173,"december 15, 1926"
nm0330198,"february 20, 1906"
nm0076906,"march 24, 1943"
nm0335070,"may 14, 1923"
nm0215308,"march 17, 1910"
nm0151679,"march 25, 1947"
nm0677147,"may 21, 1921"
nm0279868,"july 15, 1906"
nm0915840,"june 4, 1924"
nm0558569,"july 1, 1912"
nm0877315,"november 16, 1919"
nm0609776,"july 3, 1941"
nm0585553,"february 8, 1907"
nm0235558,"may 24, 1934"
nm0256364,"july 24, 1914"
nm0330241,"august 9, 1918"
nm0001077,"november 30, 1926"
nm0577047,"may 9, 1898"
nm0066735,1907
nm0842093,"october 19, 1918"
nm0221058,"november 30, 1945"
nm0458033,"february 28, 1920"
nm0913079,"november 15, 1903"
nm0392497,"january 31, 1912"
nm0748660,"may 20, 1897"
nm0107357,"september 25, 1912"
nm0420923,"april 21, 1917"
nm0085680,"april 30, 1901"
nm0175675,c. 1907
nm0945354,"february 12, 1920"
nm0847406,"january 5, 1915"
nm0833865,"november 8, 1913"
nm0018479,"may 20, 1914"
nm0248050,"july 8, 1929"
nm1998268,1907
nm0008932,1909
nm0259028,"january 17, 1913"
nm0711071,"may 8, 1925"
nm0615993,"february 8, 1884"
nm0158125,"september 18, 1895"
nm0748014,"february 2, 1899"
nm0036504,"april 1, 1931"
nm0863968,"january 3, 1923"
nm0187047,1899
nm0106191,1890
nm0165373,"march 22, 1893"
nm0001812,"january 9, 1925"
nm0189021,"february 18, 1882"
nm0649985,"february 3, 1912"
nm0149558,"october 9, 1924"
nm0000559,"march 26, 1931"
nm0419563,"september 27, 1931"
nm0540099,"october 13, 1924"
nm0110800,"march 29, 1942"
nm0446052,"march 10, 1916"
nm7047874,"june 17, 1991"
nm0593267,"july 14, 1974"
nm3018878,"october 19, 1992"
nm0272521,"april 11, 1965"
nm3287940,"february 13, 1985"
nm1074245,"november 18, 1968"
nm2719406,"november 18, 1980"
nm0232897,august 27
nm0641380,"january 26, 1969"
nm1641700,august 27
nm0448488,"december 27, 1979"
nm2162706,"july 11, 1981"
nm3554734,may 16
nm0186424,1979
nm2765916,"april 13, 1984"
nm1254152,1975
nm0539813,"july 14, 1938"
nm2603476,"may 9, 1983"
nm5902240,may 16
nm14434624,october 13
nm7518005,"march 16, 1994"
nm1796676,september 11
nm1192200,april 26
nm13351414,"november 27, 1999"
nm12737160,"december 21, 1981"
nm2410851,"april 29, 1989"
nm1018245,"october 27, 1965"
nm6124994,"december 16, 1988"
nm11940123,"september 3, 2002"
nm13669497,"may 6, 1998"
nm9785578,"july 17, 1995"
nm2515338,"january 27, 1977"
nm2971402,"december 13, 1986"
nm8622460,"november 9, 1992"
nm2463434,"february 3, 1973"
nm4594568,"february 28, 1988"
nm10851260,august 15
nm12898883,"january 26, 2004"
nm1854135,august 6
nm2185000,"september 12, 1974"
nm1877441,"february 19, 1985"
nm5036858,"september 2, 1985"
nm4291409,"august 2, 1986"
nm0990122,"april 24, 1971"
nm2103298,1980
nm2461660,1990
nm3730451,"august 22, 1985"
nm1263093,"august 26, 1980"
nm3911903,"april 16, 1987"
nm2785592,"december 19, 1986"
nm1029346,"october 14, 1974"
nm5483679,"january 15, 1988"
nm7039027,"may 5, 2004"
nm5543392,"february 17, 2004"
nm3112508,"june 7, 1993"
nm8532770,"november 18, 2002"
nm2110101,april 8
nm11879379,"august 1, 2010"
nm5011084,august 2
nm10058940,"september 8, 1998"
nm4193460,"april 30, 1999"
nm1166855,december 18
nm6369771,1988
nm2387419,"may 17, 1965"
nm1654955,"december 1, 1952"
nm0331179,"january 10, 1951"
nm2398273,"march 5, 1977"
nm0329812,"october 29, 1961"
nm2398328,"june 27, 1980"
nm0111220,"january 7, 1973"
nm2328318,"december 29, 1957"
nm2009110,"may 18, 1979"
nm4689076,"april 11, 1984"
nm1961204,"october 8, 1981"
nm5033237,july 15
nm3111951,"december 18, 1975"
nm5592732,"may 6, 1988"
nm0522200,"october 27, 1973"
nm2229775,november 30
nm9342097,"april 17, 1998"
nm2834234,"april 22, 1986"
nm7333021,"september 3, 2001"
nm2937150,"march 28, 1980"
nm5937180,1976
nm5089584,"january 15, 2002"
nm1321739,1966
nm8966708,"april 11, 1972"
nm10040186,"october 20, 2001"
nm6308175,"march 30, 1988"
nm0324872,"november 22, 1973"
nm7153076,"november 25, 1989"
nm0832229,1967
nm8660276,"july 7, 2008"
nm1367490,"august 4, 1995"
nm4927704,"june 9, 2001"
nm1229619,1971
nm3046540,december 24
nm2925225,"february 20, 1985"
nm8552036,"january 8, 1985"
nm4353907,"january 5, 1982"
nm10572105,"march 15, 1993"
nm4188767,"october 30, 1995"
nm0164995,"august 12, 1966"
nm1017633,"march 15, 1993"
nm5823191,april 1996
nm7059683,march 5
nm7546157,"march 7, 1985"
nm0131388,july 27
nm4436277,"august 20, 1992"
nm4413036,1995
nm13641461,"may 21, 1996"
nm3337778,july 29
nm6945376,"december 8, 1980"
nm3080168,january 13
nm1368487,"september 20, 1973"
nm4040082,january 23
nm5126893,"may 13, 1971"
nm1200369,november 3
nm10968854,"december 9, 1984"
nm8366356,"july 17, 2004"
nm7584343,"may 26, 1991"
nm9368660,"november 8, 2007"
nm7751235,"september 8, 2003"
nm1049044,november 23
nm10450869,"september 4, 2000"
nm4684870,"july 18, 1985"
nm1036924,"august 19, 1974"
nm1671397,"august 19, 1980"
nm6115845,"august 21, 1989"
nm2900382,"january 3, 1977"
nm4789591,september 6
nm7645984,"august 22, 1995"
nm8076281,"january 4, 1996"
nm6337477,"november 4, 1996"
nm6591370,"july 4, 1991"
nm8310653,march 21
nm2044246,"may 16, 1972"
nm6260186,"july 5, 1961"
nm3800117,october 6
nm2922758,"december 19, 1962"
nm7567645,"march 7, 1993"
nm3631295,"january 18, 1986"
nm2251884,"december 19, 1986"
nm9436290,"june 19, 2009"
nm9672437,1990
nm7509185,"december 16, 2001"
nm4836100,"october 13, 1999"
nm1626125,"april 28, 1982"
nm1397601,march 5
nm6136318,"august 31, 2001"
nm6389205,"november 26, 1959"
nm11594607,"march 17, 2003"
nm7089238,"november 29, 1984"
nm6663210,"july 27, 1994"
nm0399494,"january 13, 1956"
nm6818264,"june 26, 2002"
nm1403238,"december 18, 1967"
nm7528549,june 19
nm2286416,"august 2, 1972"
nm6349706,"july 26, 1984"
nm4706639,"november 5, 1990"
nm4121075,"february 2, 1991"
nm5575653,1991
nm4310467,"october 31, 1986"
nm0215455,"december 31, 1959"
nm0172428,1971
nm2516225,september 6
nm5130799,"february 28, 1992"
nm8567338,"august 7, 1995"
nm8090765,"november 24, 1993"
nm3741065,"november 27, 1981"
nm1669654,march 20
nm12871789,"june 15, 2016"
nm2251717,"may 12, 1986"
nm1654982,"april 11, 1981"
nm3592402,"july 29, 1984"
nm1906782,"february 2, 1977"
nm2460402,"october 23, 1990"
nm7088579,"august 24, 1991"
nm0820188,"april 30, 1973"
nm5246957,october 4
nm0470679,"november 3, 1972"
nm1385021,"august 17, 1982"
nm2804975,"october 29, 1985"
nm5366561,"december 28, 1971"
nm1049613,september 24
nm2093099,"march 26, 1968"
nm4995971,"july 7, 1991"
nm14292165,"december 25, 1993"
nm2646459,"march 13, 2001"
nm6770906,"july 2, 1993"
nm3683006,"october 30, 1983"
nm9859888,"march 13, 1998"
nm2394280,"april 23, 1982"
nm2340245,december 6
nm0753496,"january 27, 1984"
nm4179001,february 17
nm1022732,january 13
nm5515054,september 20
nm0226533,"october 4, 1959"
nm0261164,"june 14, 1970"
nm1361530,"august 25, 1973"
nm2353149,"november 2, 1978"
nm4457763,june 3
nm3708372,october 13
nm4462443,"may 8, 1988"
nm2147876,"september 3, 1983"
nm4987686,"december 27, 1989"
nm4439231,"april 2, 1993"
nm5667822,"december 2, 1995"
nm5481013,"october 13, 1993"
nm5851309,"may 23, 1996"
nm1801624,"march 31, 1977"
nm0055578,november 26
nm8511744,"june 8, 2009"
nm4523855,"august 29, 1982"
nm2859055,december 29
nm10574081,"may 7, 2002"
nm6949766,may 27
nm0542074,"december 31, 1953"
nm8944585,"december 14, 1997"
nm4852808,1985
nm2781972,"june 6, 1973"
nm5663459,1989
nm3602956,"august 1, 1976"
nm5933464,"december 6, 1988"
nm5022816,"october 10, 1991"
nm3678826,"february 8, 1987"
nm1245384,"september 30, 1952"
nm6796404,1980
nm7748240,"november 1, 2001"
nm8140928,"april 14, 1993"
nm0107792,"november 18, 1948"
nm11273330,june 24
nm12889030,"march 13, 2003"
nm0171762,1967
nm0336019,1972
nm3447100,"december 13, 1985"
nm13922817,"january 1, 2011"
nm0126921,1983
nm7463803,"may 7, 2003"
nm1581597,april 22
nm3614131,"july 30, 1996"
nm4005887,1990
nm6553251,december 15
nm8104326,"july 21, 1992"
nm2842971,december 19
nm6215731,"january 26, 2001"
nm2005668,september 23
nm4069814,"november 8, 2008"
nm0703778,"october 7, 1977"
nm2728841,"august 24, 1981"
nm2469371,november 18
nm4946636,"october 19, 1990"
nm4826314,"january 26, 1973"
nm1549149,"september 10, 1979"
nm2542744,"september 9, 1992"
nm3826966,"october 18, 1982"
nm11926377,"september 12, 1994"
nm8435168,"april 2, 1991"
nm0840720,"september 12, 1974"
nm0794027,"november 6, 1975"
nm6160361,"april 22, 1991"
nm4986321,"june 28, 1986"
nm0648768,"september 9, 1976"
nm6981978,"october 16, 1994"
nm0465160,"april 21, 1973"
nm7654167,"april 9, 1996"
nm4851848,"may 28, 1989"
nm1368238,"november 15, 1973"
nm3698103,"january 13, 1989"
nm4294308,"december 25, 1987"
nm2958434,"march 28, 1972"
nm0514228,"august 8, 1986"
nm2921091,"november 20, 1984"
nm3152136,march 17
nm4996269,"june 8, 1994"
nm5505301,"february 20, 1962"
nm3362705,"may 30, 1988"
nm6219934,"may 26, 1989"
nm4195434,november 11
nm3804165,"december 24, 1981"
nm0727293,"november 23, 1970"
nm4931321,"october 16, 1982"
nm5811712,"august 8, 1989"
nm1478347,"june 10, 1976"
nm4523131,"september 20, 1987"
nm4680793,"august 16, 1990"
nm2771759,"june 14, 1982"
nm0511211,"november 6, 1950"
nm5857106,"january 15, 1984"
nm0146900,"december 12, 1973"
nm6899795,"september 27, 1952"
nm3567841,"january 21, 1978"
nm4588024,"september 30, 1967"
nm3544163,"february 17, 1987"
nm1997824,"june 24, 1991"
nm0655124,"september 21, 1975"
nm8508407,"october 1, 1994"
nm0145009,june 14
nm13265234,"january 25, 1998"
nm13265232,2002
nm13265231,"march 14, 1997"
nm4803105,february 1
nm0359257,january 3
nm4464150,"april 14, 1985"
nm4978222,"december 16, 1987"
nm8086992,"june 15, 1992"
nm2814130,"january 5, 1987"
nm12864815,"june 15, 1999"
nm8239042,november 18
nm0511721,november 2
nm3018183,"march 29, 1994"
nm1758900,"march 1, 1976"
nm0960104,"august 10, 1971"
nm0264525,february 14
nm10462062,"december 20, 1990"
nm5393649,"june 11, 1999"
nm2628538,"december 21, 1973"
nm2327431,"june 22, 1989"
nm1368643,"january 5, 1967"
nm6884042,february 12
nm2835366,"august 7, 1985"
nm4313823,december 30
nm2125078,"december 25, 1981"
nm1133612,"august 20, 1970"
nm3231692,"april 12, 1990"
nm5023953,"september 24, 1992"
nm2354102,"may 15, 1982"
nm9377272,"august 17, 1996"
nm10833355,"march 1, 1995"
nm6998719,"march 23, 1963"
nm5782889,"may 9, 1969"
nm8995905,"september 22, 1986"
nm5408984,"july 23, 1978"
nm0704654,"august 21, 1963"
nm9638687,"january 9, 1994"
nm1589340,"december 22, 1987"
nm5657068,"june 20, 1985"
nm5781594,"january 10, 1990"
nm1752251,january 1
nm0283239,"july 26, 1976"
nm2859626,"november 1, 1997"
nm2225974,"january 22, 1968"
nm3007372,"september 13, 1951"
nm0818885,january 20
nm0682332,"july 6, 1967"
nm1024311,1978
nm0409992,october 5
nm4821584,october 2
nm0410524,"january 8, 1943"
nm0402962,september 26
nm0848894,"july 29, 1971"
nm10128953,"february 11, 1994"
nm7615637,"january 13, 1982"
nm0376909,"october 30, 1973"
nm3476561,"december 17, 1975"
nm0282074,july 6
nm6687300,"january 23, 1998"
nm7966711,"february 21, 2009"
nm12166442,"april 23, 1996"
nm3880241,"february 2, 1995"
nm9476408,"december 31, 1998"
nm0302500,march 3
nm0850931,"april 23, 1968"
nm1670590,december 19
nm6851692,july 7
nm4805414,"july 30, 1990"
nm6674356,"september 15, 1994"
nm5352046,"august 16, 1994"
nm0479876,"december 20, 1976"
nm6145629,"may 14, 1995"
nm3110915,1945
nm2851789,"july 7, 1989"
nm1944279,august 15
nm1738155,august 9
nm0233078,february 14
nm13143634,"january 28, 2010"
nm6761813,"may 5, 2004"
nm2414250,"march 6, 1979"
nm4488355,"december 23, 1952"
nm5043859,"december 25, 1992"
nm5363341,october 1996
nm4788769,"march 5, 1993"
nm1149035,"april 9, 1980"
nm6666010,may 11
nm3791148,"june 18, 2003"
nm5607823,"november 16, 2004"
nm7370588,"july 7, 2000"
nm0184698,"august 16, 1976"
nm0228490,april 15
nm0443275,january 25
nm3748298,november 27
nm0715950,january 1
nm4140414,"may 17, 1986"
nm1255080,october 1
nm1499734,february 5
nm4124560,"may 30, 1987"
nm3069604,"march 8, 1988"
nm10814851,"january 5, 2010"
nm6886664,"november 29, 1986"
nm2589270,"november 6, 1986"
nm4393560,"july 26, 1991"
nm0160949,1954
nm0600439,"april 16, 1972"
nm0293299,"april 8, 1980"
nm0616604,1955
nm0400373,"september 20, 1973"
nm2051261,"august 5, 1980"
nm8179695,"october 19, 1999"
nm6631562,"february 22, 1999"
nm7414233,"october 7, 1997"
nm5774528,"february 5, 1989"
nm1446972,june 3
nm4321002,"may 19, 1988"
nm13666533,"august 11, 2010"
nm2821559,"february 19, 1987"
nm3198781,"november 12, 1985"
nm10721835,"december 8, 2004"
nm2316937,"november 11, 1977"
nm3545770,"september 17, 1967"
nm4953884,august 7
nm4549519,"may 25, 1993"
nm9186218,"march 31, 1984"
nm0173276,may 26
nm2324912,"april 21, 1988"
nm6215441,"july 28, 2004"
nm7483084,"march 17, 1994"
nm1767528,"october 4, 1980"
nm7790738,"september 3, 1992"
nm2973326,"september 16, 1987"
nm1102987,"september 26, 1981"
nm0814227,"march 22, 1930"
nm2951044,january 11
nm9857101,"august 9, 2008"
nm0005322,"august 30, 1976"
nm10552225,"march 2, 1995"
nm7659743,"august 26, 1998"
nm5983599,"october 28, 1993"
nm2188652,"june 17, 1971"
nm13044399,june 2
nm0134493,"april 12, 1992"
nm1872518,"august 26, 1995"
nm4107867,"october 28, 1997"
nm10289576,"february 24, 2008"
nm3054233,"december 14, 1976"
nm8937111,"july 9, 1992"
nm4030255,"april 11, 1987"
nm2648599,"september 26, 1979"
nm9150537,"november 20, 2001"
nm5701972,"march 2, 1988"
nm5744645,november 16
nm9252018,"december 26, 1995"
nm0134167,"november 17, 1954"
nm6469611,february 11
nm8669303,"september 13, 1990"
nm8945178,"february 16, 1999"
nm11101956,february 17
nm3724236,"november 12, 1984"
nm4943503,"november 3, 1984"
nm0851012,"october 27, 1969"
nm10175204,september 26
nm0766120,"november 14, 1980"
nm10205595,"august 26, 1995"
nm7852757,april 29
nm0490133,"july 8, 1945"
nm0210867,"july 19, 1946"
nm0593314,1958
nm0122344,"april 13, 1944"
nm5082529,"july 4, 1983"
nm12809012,"june 21, 1978"
nm10146989,"november 18, 2008"
nm10913047,"december 29, 2003"
nm5557379,"february 16, 2001"
nm10652212,"january 22, 2010"
nm5870099,"september 23, 1990"
nm3948190,"october 1, 1987"
nm4363755,september 27
nm2300814,"december 22, 1993"
nm0905935,"october 3, 1959"
nm8060959,"june 19, 1981"
nm3488167,"october 17, 1988"
nm2472482,"july 8, 1981"
nm1803036,"september 8, 1975"
nm1506663,"july 1, 1978"
nm1918140,"june 9, 1983"
nm0458358,"december 26, 1956"
nm9195251,"october 18, 1974"
nm3270994,"august 10, 1987"
nm5795728,"may 4, 1989"
nm8818808,"july 21, 1998"
nm0042006,"july 2, 1970"
nm2266438,"march 6, 1981"
nm0126133,1981
nm2436567,"october 27, 1985"
nm0440537,"july 8, 1955"
nm2810106,"august 17, 1978"
nm0825029,"may 2, 1970"
nm11013770,"april 13, 1990"
nm2872159,"may 9, 1980"
nm2341751,"april 16, 1981"
nm0689289,"october 2, 1962"
nm13685384,"march 11, 2004"
nm13592008,"july 7, 2010"
nm3278700,"may 9, 1984"
nm0108939,"august 19, 1967"
nm0218759,"may 16, 1973"
nm10128408,"december 13, 1995"
nm1394398,1980
nm0639119,1959
nm0795169,"december 12, 1967"
nm0668845,"july 14, 1974"
nm7132577,"september 30, 2003"
nm4687524,"august 21, 1992"
nm3287873,"february 12, 1987"
nm1851550,"may 19, 1975"
nm3112453,"july 24, 1981"
nm1476804,"november 4, 1970"
nm4409451,october 4
nm2860995,june 3
nm3666356,"october 25, 1993"
nm1249604,april 30
nm2605879,"january 28, 1981"
nm10864091,june 16
nm11394480,"august 15, 2011"
nm2869419,december 13
nm3236205,"november 6, 1982"
nm8402202,"january 7, 2004"
nm2213333,july 23
nm10859077,"august 29, 1997"
nm5198603,"september 16, 1988"
nm2715338,"july 24, 1981"
nm0459867,february 25
nm6566940,"november 18, 1982"
nm1763472,"november 28, 1980"
nm6644173,august 24
nm5962406,"august 9, 1981"
nm0138701,"february 6, 1973"
nm4148614,"june 18, 1992"
nm1143549,"july 3, 1972"
nm0741288,january 24
nm0641612,march 27
nm7324767,"january 17, 1988"
nm13329948,"april 6, 2001"
nm2283022,"may 8, 1951"
nm1099410,"september 6, 1958"
nm1434296,"october 25, 1970"
nm0172283,"july 28, 1951"
nm2276921,"july 6, 1980"
nm0473111,"february 13, 1947"
nm2328804,"november 20, 1939"
nm1186913,"march 23, 1973"
nm2595625,"march 24, 1984"
nm2574988,"november 20, 1981"
nm2255137,"may 6, 1985"
nm1630931,"may 29, 1984"
nm6244405,"september 28, 1989"
nm9501566,1991
nm8210730,"october 11, 1993"
nm5570560,"june 17, 2000"
nm13154325,2001
nm0375461,"january 10, 1950"
nm2807339,"august 20, 1981"
nm3894653,"april 10, 1991"
nm6837949,"december 7, 2008"
nm6658398,"august 8, 1998"
nm1076461,april 5
nm4898713,december 19
nm7476686,"november 30, 1979"
nm3117884,"march 1, 1982"
nm4335648,"october 8, 1991"
nm3004687,"october 20, 1990"
nm2421884,"july 26, 1984"
nm2639722,may 29
nm2322894,"november 2, 1973"
nm1789135,june 27
nm1974740,"march 22, 1982"
nm1273830,"june 6, 1974"
nm0351072,"august 1, 1979"
nm13691274,1976
nm0734498,1954
nm0640949,july 19
nm1160803,"february 15, 1983"
nm2915830,"april 21, 1998"
nm4419771,"may 31, 1989"
nm3966885,1998
nm3129512,"july 12, 1984"
nm7624235,"april 27, 1998"
nm5339815,"april 9, 2003"
nm7650817,"september 16, 1998"
nm8857173,"january 28, 2003"
nm12194685,"january 14, 1995"
nm1177213,"june 22, 1979"
nm8352392,"october 22, 1977"
nm0879514,"march 29, 1965"
nm5320126,october 24
nm0118430,january 5
nm3200058,"august 13, 1989"
nm3238907,"august 25, 1989"
nm3188810,september 13
nm2177523,"march 24, 1993"
nm8446021,"september 22, 1994"
nm5264241,1988
nm1705421,"october 12, 1960"
nm8540143,"august 23, 1997"
nm2426242,"may 25, 1960"
nm8233263,"january 13, 1975"
nm0454385,"october 23, 1957"
nm0192521,"june 15, 1932"
nm0141326,"may 22, 1936"
nm4093609,"july 21, 1945"
nm1035915,"november 29, 1908"
nm1528459,"november 23, 1950"
nm2241072,"december 6, 1957"
nm5507408,"august 31, 1991"
nm0684877,"september 22, 1982"
nm7753033,november 13
nm11230698,"october 11, 2016"
nm7584896,"february 13, 1996"
nm6359527,"july 29, 1991"
nm7373540,"july 25, 1994"
nm1993322,"november 29, 1979"
nm7760858,"september 20, 1977"
nm5800711,september 9
nm6366417,november 3
nm2566206,"may 19, 1938"
nm0259803,"september 1, 1948"
nm4812839,"august 28, 1948"
nm0740163,"may 26, 1946"
nm0308599,"july 29, 1945"
nm0092783,"june 9, 1950"
nm2443416,"april 8, 1988"
nm2431797,january 25
nm0695835,"august 31, 1971"
nm1974708,"august 14, 1993"
nm9854786,"july 14, 2000"
nm6043149,"february 28, 2000"
nm7084934,"november 12, 1995"
nm12559937,november 9
nm0942858,"may 4, 1970"
nm4825178,"july 8, 1993"
nm0930570,"march 11, 1985"
nm1229637,"december 25, 1972"
nm0551323,"may 22, 1949"
nm7066351,"january 18, 1988"
nm5427486,"april 7, 1982"
nm7350296,june 1989
nm6112124,"march 11, 1992"
nm0452300,"july 14, 1960"
nm2299289,"october 18, 1985"
nm0781066,1962
nm5626354,"may 6, 1987"
nm9747618,"march 12, 1997"
nm9096847,"july 8, 1991"
nm2849922,"june 22, 1984"
nm0640756,"november 24, 1968"
nm6159718,"july 5, 1951"
nm10562376,"july 30, 1966"
nm5563034,"december 22, 1970"
nm1753421,"may 27, 1947"
nm10070042,"august 20, 1998"
nm7133862,1999
nm8644329,july 30
nm1830723,april 3
nm4548005,"october 6, 2002"
nm8637369,"february 11, 2002"
nm12347965,"july 24, 2009"
nm1381612,"january 18, 1982"
nm2630271,september 12
nm9883705,2003
nm0003856,"february 28, 1956"
nm5505340,"may 16, 1997"
nm4820637,1989
nm7497876,"june 21, 1991"
nm0512232,"october 21, 1939"
nm4066934,"april 28, 1987"
nm6015235,"april 21, 1995"
nm10699644,"september 20, 1999"
nm1754373,"august 5, 1964"
nm10016096,"october 8, 1997"
nm8188972,"january 17, 1987"
nm4357116,"october 6, 1997"
nm3369005,"february 22, 1979"
nm7060876,1982
nm7301486,"november 2, 1971"
nm1015918,"july 7, 1964"
nm4819741,"january 28, 1991"
nm4407744,"october 27, 1990"
nm10685509,"april 27, 1994"
nm7122558,"september 25, 2009"
nm8078479,"november 1, 1964"
nm2099806,july 16
nm1722382,may 6
nm6561255,"march 23, 1980"
nm2388022,february 13
nm2224519,"august 27, 1980"
nm2126432,"february 10, 1978"
nm0920806,"april 3, 1964"
nm0557908,"december 6, 1968"
nm6136319,"april 8, 1983"
nm7664606,august 3
nm8763561,april 17
nm5387462,july 24
nm7857715,"december 12, 1996"
nm7292374,"august 21, 2000"
nm1252685,"september 16, 1975"
nm3177427,march 6
nm1821026,july 7
nm1839922,"june 2, 1971"
nm1478223,"april 15, 1959"
nm1757442,"march 22, 1979"
nm8405300,"march 18, 1996"
nm3420585,"july 26, 1986"
nm4103537,"october 17, 1989"
nm2862532,september 14
nm0123951,"july 6, 1978"
nm3774892,november 23
nm11008562,"september 13, 2004"
nm3082707,"december 28, 1994"
nm7140802,"september 8, 2002"
nm7688164,may 9
nm0225429,"august 19, 1954"
nm2554097,april 3
nm0925087,"october 14, 1971"
nm2399716,"march 24, 1976"
nm3180297,"april 5, 1994"
nm0767207,"april 2, 1972"
nm0366531,"march 6, 1951"
nm2374741,"may 13, 1992"
nm1891632,"february 25, 1981"
nm1787652,"january 10, 1975"
nm3290049,october 29
nm13892441,"may 2, 2007"
nm0367253,"june 21, 1971"
nm0361967,"july 7, 1968"
nm0625944,"november 11, 1949"
nm12823815,"october 4, 2000"
nm8160012,"october 1, 2007"
nm1436209,"september 8, 1979"
nm5155952,"may 25, 1995"
nm1096524,"september 6, 1972"
nm0363351,march 11
nm2715688,1981
nm8460084,"september 26, 2008"
nm13560449,"february 6, 1998"
nm13520132,january 26
nm5016962,"april 8, 1988"
nm7805172,"march 12, 2008"
nm1333687,"july 28, 1983"
nm2073429,july 17
nm4097598,"february 29, 1992"
nm9001021,"march 3, 1994"
nm2326379,"march 31, 1984"
nm8172457,"march 27, 1989"
nm13726777,"february 15, 2009"
nm3594940,"june 6, 1991"
nm2152645,"november 12, 1973"
nm0112647,"november 24, 1975"
nm4104456,"august 19, 1976"
nm0833124,"june 23, 1975"
nm6811131,march 1
nm5181589,"november 27, 1988"
nm9458536,"march 29, 1989"
nm5874973,"october 2, 1996"
nm4555391,1994
nm1348108,"april 10, 1976"
nm1462340,"september 24, 1981"
nm1585728,"august 17, 1975"
nm0862332,"july 9, 1968"
nm0821478,"december 16, 1941"
nm0838747,"december 12, 1897"
nm0431655,"august 27, 1905"
nm0436787,"january 30, 1884"
nm0881557,"february 6, 1895"
nm0057890,"march 29, 1855"
nm0173920,"september 9, 1886"
nm0625371,1872
nm0077320,"december 16, 1849"
nm0021025,"december 25, 1861"
nm0048905,"may 4, 1907"
nm0232592,"may 30, 1878"
nm0641254,"february 24, 1899"
nm0182537,"september 17, 1903"
nm0539894,"february 9, 1957"
nm1507717,"december 27, 1995"
nm2319146,"march 28, 1986"
nm0761110,"january 14, 1975"
nm10664816,"june 2, 2007"
nm1490451,"may 18, 1971"
nm9296746,"july 10, 2007"
nm3469812,august 28
nm1601080,"november 11, 1971"
nm2683712,"july 31, 1949"
nm2500963,"february 6, 1969"
nm6522218,september 10
nm1673908,october 1
nm4003168,"may 27, 1991"
nm1871001,"april 7, 1989"
nm9006409,april 17
nm4323708,"february 11, 1997"
nm10710511,"february 2, 1996"
nm6431173,march 11
nm0568056,"september 24, 1953"
nm0533691,1975
nm9660985,november 1
nm1015809,"may 2, 1955"
nm1032521,"may 1, 1978"
nm7136184,"december 12, 1945"
nm0575656,"january 24, 1958"
nm3088591,"december 29, 1941"
nm0357895,"april 8, 1966"
nm1406033,"december 4, 1981"
nm11016259,"january 24, 1995"
nm9912877,"august 15, 1988"
nm12373736,"september 28, 1995"
nm0244900,"august 11, 1967"
nm5992648,"october 9, 1992"
nm14167931,"january 14, 1999"
